Flat profile:

Each sample counts as 0.01 seconds.
 no time accumulated

  %   cumulative   self              self     total           
 time   seconds   seconds    calls  Ts/call  Ts/call  name    
[1198]   0.0    0.00    0.00    1001         Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::DenseStorage() [1198]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::~PlainObjectBase() [1207]
[1199]   0.0    0.00    0.00    1001         Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::~DenseStorage() [1199]
                0.00    0.00    1001/2002        void Eigen::internal::conditional_aligned_delete_auto<std::complex<double>, true>(std::complex<double>*, unsigned long) [1160]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const Eigen::DenseBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::NullaryExpr<Eigen::internal::scalar_constant_op<std::complex<double> > >(long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1226]
[1200]   0.0    0.00    0.00    1001         Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1200]
                0.00    0.00    1001/1001        Eigen::MatrixBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::MatrixBase() [1194]
                0.00    0.00    1001/1001        Eigen::internal::variable_if_dynamic<long, -1>::variable_if_dynamic(long) [1218]
                0.00    0.00    1001/1001        Eigen::internal::variable_if_dynamic<long, 1>::variable_if_dynamic(long) [1217]
                0.00    0.00    1001/1001        Eigen::internal::scalar_constant_op<std::complex<double> >::scalar_constant_op(Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1214]
-----------------------------------------------
                0.00    0.00    1001/1001        void Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_init1<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1204]
[1201]   0.0    0.00    0.00    1001         Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>& Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1201]
                0.00    0.00    2002/258258      Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::derived() [1142]
                0.00    0.00    1001/1001        Eigen::internal::assign_op<std::complex<double>, std::complex<double> >::assign_op() [1224]
                0.00    0.00    1001/1001        Eigen::EigenBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::derived() const [1235]
                0.00    0.00    1001/1001        void Eigen::internal::call_assignment_no_alias<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1219]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Matrix<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&) [1208]
[1202]   0.0    0.00    0.00    1001         Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_check_template_params() [1202]
-----------------------------------------------
                0.00    0.00    1001/1001        void Eigen::internal::call_dense_assignment_loop<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar> const&) [1220]
[1203]   0.0    0.00    0.00    1001         Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::data() [1203]
                0.00    0.00    1001/1001        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::data() [1196]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Matrix<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&) [1208]
[1204]   0.0    0.00    0.00    1001         void Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_init1<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1204]
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>& Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1201]
-----------------------------------------------
                0.00    0.00    1001/1001        void Eigen::internal::resize_if_allowed<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, std::complex<double>, std::complex<double> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1212]
[1205]   0.0    0.00    0.00    1001         Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::resize(long, long) [1205]
                0.00    0.00    1001/1001        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::resize(long, long, long) [1197]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Matrix<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&) [1208]
[1206]   0.0    0.00    0.00    1001         Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::PlainObjectBase() [1206]
                0.00    0.00    1001/1001        Eigen::MatrixBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::MatrixBase() [1195]
                0.00    0.00    1001/1001        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::DenseStorage() [1198]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::~Matrix() [1209]
[1207]   0.0    0.00    0.00    1001         Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::~PlainObjectBase() [1207]
                0.00    0.00    1001/1001        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::~DenseStorage() [1199]
-----------------------------------------------
                0.00    0.00    1001/1001        CQP::Wavefunction<1u>::Wavefunction(CQP::NumericalGrid<1u, 1u> const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [1192]
[1208]   0.0    0.00    0.00    1001         Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Matrix<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&) [1208]
                0.00    0.00    1001/1001        Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::PlainObjectBase() [1206]
                0.00    0.00    1001/1001        Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_check_template_params() [1202]
                0.00    0.00    1001/1001        void Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_init1<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1204]
-----------------------------------------------
                0.00    0.00    1001/1001        CQP::Wavefunction<1u>::~Wavefunction() [1193]
[1209]   0.0    0.00    0.00    1001         Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::~Matrix() [1209]
                0.00    0.00    1001/1001        Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::~PlainObjectBase() [1207]
-----------------------------------------------
                0.00    0.00    1001/1001        void Eigen::internal::call_assignment_no_alias<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1219]
[1210]   0.0    0.00    0.00    1001         Eigen::internal::Assignment<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> >, Eigen::internal::Dense2Dense, void>::run(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1210]
                0.00    0.00    1001/1001        void Eigen::internal::check_for_aliasing<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&) [1213]
                0.00    0.00    1001/1001        void Eigen::internal::call_dense_assignment_loop<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar> const&) [1220]
-----------------------------------------------
                0.00    0.00    1001/1001        void* Eigen::internal::conditional_aligned_malloc<true>(unsigned long) [1221]
[1211]   0.0    0.00    0.00    1001         Eigen::internal::aligned_malloc(unsigned long) [1211]
                0.00    0.00    1001/1001        Eigen::internal::check_that_malloc_is_allowed() [1222]
-----------------------------------------------
                0.00    0.00    1001/1001        void Eigen::internal::call_dense_assignment_loop<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar> const&) [1220]
[1212]   0.0    0.00    0.00    1001         void Eigen::internal::resize_if_allowed<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, std::complex<double>, std::complex<double> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1212]
                0.00    0.00    2002/1028516     Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::rows() const [1076]
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::rows() const [1231]
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::cols() const [1230]
                0.00    0.00    1001/1001        Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::resize(long, long) [1205]
                0.00    0.00    1001/1027515     Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::cols() const [1078]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::internal::Assignment<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> >, Eigen::internal::Dense2Dense, void>::run(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1210]
[1213]   0.0    0.00    0.00    1001         void Eigen::internal::check_for_aliasing<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> const&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&) [1213]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1200]
[1214]   0.0    0.00    0.00    1001         Eigen::internal::scalar_constant_op<std::complex<double> >::scalar_constant_op(Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1214]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::DenseBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::Constant(long, std::complex<double> const&) [1228]
[1215]   0.0    0.00    0.00    1001         Eigen::internal::scalar_constant_op<std::complex<double> >::scalar_constant_op(std::complex<double> const&) [1215]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::cols() const [1230]
[1216]   0.0    0.00    0.00    1001         Eigen::internal::variable_if_dynamic<long, 1>::value() [1216]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1200]
[1217]   0.0    0.00    0.00    1001         Eigen::internal::variable_if_dynamic<long, 1>::variable_if_dynamic(long) [1217]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1200]
[1218]   0.0    0.00    0.00    1001         Eigen::internal::variable_if_dynamic<long, -1>::variable_if_dynamic(long) [1218]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>& Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1201]
[1219]   0.0    0.00    0.00    1001         void Eigen::internal::call_assignment_no_alias<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1219]
                0.00    0.00    1001/1001        Eigen::internal::Assignment<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> >, Eigen::internal::Dense2Dense, void>::run(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1210]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::internal::Assignment<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, Eigen::internal::assign_op<std::complex<double>, std::complex<double> >, Eigen::internal::Dense2Dense, void>::run(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1210]
[1220]   0.0    0.00    0.00    1001         void Eigen::internal::call_dense_assignment_loop<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar>, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>::Scalar> const&) [1220]
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::functor() const [1232]
                0.00    0.00    1001/1001        void Eigen::internal::resize_if_allowed<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >, std::complex<double>, std::complex<double> >(Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>&, Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const&, Eigen::internal::assign_op<std::complex<double>, std::complex<double> > const&) [1212]
                0.00    0.00    1001/1001        Eigen::internal::scalar_constant_op<std::complex<double> >::operator()() const [1233]
                0.00    0.00    1001/1026514     Eigen::EigenBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::size() const [1081]
                0.00    0.00    1001/1001        Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::data() [1203]
                0.00    0.00    1001/1001        std::complex<double>* std::fill_n<std::complex<double>*, long, std::complex<double> >(std::complex<double>*, long, std::complex<double> const&) [1240]
-----------------------------------------------
                0.00    0.00    1001/1001        std::complex<double>* Eigen::internal::conditional_aligned_new_auto<std::complex<double>, true>(unsigned long) [1223]
[1221]   0.0    0.00    0.00    1001         void* Eigen::internal::conditional_aligned_malloc<true>(unsigned long) [1221]
                0.00    0.00    1001/1001        Eigen::internal::aligned_malloc(unsigned long) [1211]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::internal::aligned_malloc(unsigned long) [1211]
[1222]   0.0    0.00    0.00    1001         Eigen::internal::check_that_malloc_is_allowed() [1222]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::DenseStorage<std::complex<double>, -1, -1, 1, 0>::resize(long, long, long) [1197]
[1223]   0.0    0.00    0.00    1001         std::complex<double>* Eigen::internal::conditional_aligned_new_auto<std::complex<double>, true>(unsigned long) [1223]
                0.00    0.00    1001/1001        void* Eigen::internal::conditional_aligned_malloc<true>(unsigned long) [1221]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1>& Eigen::PlainObjectBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::_set_noalias<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >(Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > > const&) [1201]
[1224]   0.0    0.00    0.00    1001         Eigen::internal::assign_op<std::complex<double>, std::complex<double> >::assign_op() [1224]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::MatrixBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::MatrixBase() [1194]
[1225]   0.0    0.00    0.00    1001         Eigen::DenseBase<Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > >::DenseBase() [1225]
-----------------------------------------------
                0.00    0.00    1001/1001        Eigen::DenseBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::Constant(long, std::complex<double> const&) [1228]
[1226]   0.0    0.00    0.00    1001         Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> > const Eigen::DenseBase<Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::NullaryExpr<Eigen::internal::scalar_constant_op<std::complex<double> > >(long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1226]
                0.00    0.00    1001/1001        Eigen::CwiseNullaryOp<Eigen::internal::scalar_constant_op<std::complex<double> >, Eigen::Matrix<std::complex<double>, -1, 1, 0, -1, 1> >::CwiseNullaryOp(long, long, Eigen::internal::scalar_constant_op<std::complex<double> > const&) [1200]
-----------------------------------------------
                0.00    0.00    1001/1001        CQP::Wavefunction<1u>::Wavefunction(CQP::NumericalGrid<1u, 1u> const&, std::vector<std::complex<double>, std::allocator<std::complex<double> > > const&) [1192]
